19
854 1647
589 726 560
373 107 905
278 174 858
239 11 897
852 524 388
323 461 725
425 153 705
599 199 845
389 574 205
841 119 849
602 575 728
285 62 524
520 729 624
785 207 309
100 417 362
791 552 524
552 400 415
59 788 403
513 789 467
720 157 984
741 733 584
564 726 734
818 819 24
697 815 850
569 241 957
521 741 118
626 684 622
496 106 373
731 682 528
692 816 826
34 473 51
341 128 725
426 594 201
321 539 183
435 799 626
593 819 691
25 343 350
302 261 637
848 250 705
62 178 387
487 455 502
104 235 165
569 169 245
697 446 694
562 722 106
436 569 499
599 451 102
411 24 178
331 779 8
128 481 239
733 699 706
333 44 957
566 227 136
777 815 737
49 103 46
810 422 907
248 641 466
521 415 481
340 239 887
250 492 624
760 376 65
698 269 974
153 509 207
512 229 364
493 234 808
248 377 224
476 156 178
738 22 341
445 627 421
705 552 984
431 789 687
138 356 703
142 580 185
705 737 262
252 299 507
210 469 446
654 143 413
814 390 322
440 532 427
742 804 347
296 851 718
679 108 746
464 362 697
114 110 880
283 674 103
537 339 540
342 379 625
333 753 309
223 47 671
371 499 392
91 286 542
591 372 299
298 592 57
775 831 722
748 233 142
342 790 624
626 3 504
427 557 424
138 262 559
704 657 235
267 584 680
205 704 494
106 121 707
63 749 18
146 740 531
768 190 186
188 268 601
206 393 557
54 750 582
838 170 371
65 121 112
722 620 606
629 420 799
243 174 770
352 113 103
503 803 169
841 532 614
366 388 462
48 589 630
341 626 996
378 852 678
299 98 293
767 627 734
614 389 471
468 14 460
348 730 735
122 326 862
144 452 99
295 394 898
435 330 564
600 726 509
755 106 661
559 493 778
161 820 515
657 699 52
119 372 175
75 217 698
478 722 489
613 482 12
839 497 260
390 456 694
185 690 677
418 241 114
329 814 639
170 543 896
518 107 285
753 590 47
718 298 731
536 87 733
162 334 96
841 100 676
251 476 329
217 120 24
424 186 526
262 412 961
604 79 759
693 328 7
229 650 851
122 515 549
691 579 985
241 766 683
71 358 750
203 419 634
737 38 247
458 316 917
851 580 794
624 83 6
316 287 68
652 400 89
222 482 83
810 179 239
634 237 560
755 598 365
206 780 159
207 200 834
212 849 484
661 80 477
519 195 479
512 190 69
37 836 839
573 732 104
539 164 804
362 150 416
524 460 532
109 763 80
362 255 361
737 604 140
5 264 182
300 815 83
386 572 727
555 272 60
156 703 478
331 299 495
752 5 39
209 790 994
815 669 212
434 351 786
851 405 470
603 342 127
621 472 606
842 248 308
645 780 906
814 725 930
43 476 917
376 694 88
104 637 584
250 776 415
243 731 726
767 452 291
682 691 66
765 660 284
439 839 702
269 816 806
390 809 704
733 263 681
678 671 270
769 125 717
778 690 57
338 125 788
750 68 608
507 752 651
524 354 124
569 827 399
525 258 531
192 68 903
557 15 698
218 368 495
467 527 636
431 275 259
648 299 617
651 205 843
294 666 285
54 271 398
533 19 835
416 377 238
93 336 179
509 33 639
441 612 938
249 101 376
509 752 469
668 302 223
230 648 747
43 118 677
736 18 368
103 825 771
390 156 790
718 568 1
151 440 950
577 841 369
109 332 501
733 168 19
339 683 247
7 309 975
23 683 666
315 687 704
735 512 458
779 197 170
210 9 475
418 240 755
562 89 291
452 715 52
117 220 277
116 253 147
333 375 965
537 607 930
123 54 875
723 247 436
4 126 246
475 246 997
623 682 546
804 251 402
823 91 998
53 247 910
101 306 593
256 133 911
187 670 835
413 273 193
609 110 898
439 611 458
827 816 685
228 451 73
746 733 302
613 407 254
568 331 908
837 351 285
761 39 984
439 659 212
505 820 1
515 106 80
796 495 429
17 627 371
476 617 79
147 828 944
246 170 593
410 768 640
349 1 450
116 758 631
673 854 261
793 567 227
579 806 140
458 426 749
853 753 435
808 782 470
551 697 64
94 153 471
165 532 809
424 403 498
454 671 755
427 169 721
733 108 993
817 117 40
505 350 404
803 759 345
21 735 164
485 659 169
722 335 278
91 777 664
734 54 59
213 312 919
433 182 669
376 690 276
187 459 850
143 639 255
576 425 381
117 470 903
731 229 890
600 66 421
466 510 278
326 556 233
325 284 185
274 749 281
579 561 851
139 657 477
209 7 552
102 748 830
585 143 508
719 770 458
409 648 137
275 623 23
569 661 464
848 128 388
283 498 219
823 639 140
115 169 445
708 289 640
561 163 46
770 25 40
617 96 209
596 57 461
296 496 685
661 128 335
687 242 770
442 368 875
712 417 325
471 737 209
286 218 342
537 51 564
174 422 201
424 764 487
764 205 259
666 686 846
88 779 300
392 623 220
305 638 93
183 146 62
501 62 715
843 247 34
820 174 820
540 237 651
829 99 649
613 478 177
675 105 813
32 844 18
6 589 589
226 753 315
535 264 284
806 50 961
761 273 325
377 51 406
575 591 391
579 149 665
562 291 679
349 577 839
52 249 513
319 106 810
586 292 271
510 480 47
321 822 778
472 513 722
404 445 984
671 536 251
488 367 52
584 678 538
189 135 474
739 92 999
70 58 838
233 172 790
34 643 599
184 499 688
738 408 313
702 711 843
730 46 617
226 540 756
680 388 750
175 238 705
417 547 158
147 839 565
105 844 569
553 1 367
277 341 196
700 598 419
648 413 545
401 630 351
695 203 463
725 607 79
743 338 90
126 697 380
340 660 911
247 471 78
66 805 655
747 503 990
116 122 933
401 766 350
57 780 777
834 760 729
538 461 688
715 631 904
556 34 692
468 364 738
59 526 993
170 11 340
247 611 415
613 742 295
269 157 339
84 376 387
414 296 155
837 26 427
437 440 928
573 775 580
680 644 933
490 154 558
11 209 740
432 522 330
554 777 715
427 97 825
400 473 741
73 771 19
730 803 843
685 255 683
705 663 92
403 553 633
741 499 23
716 650 827
623 712 225
109 832 891
317 405 718
784 70 481
353 25 457
312 524 757
30 349 109
578 829 826
62 562 524
659 382 486
333 82 817
218 193 644
340 617 850
356 743 478
319 458 53
726 702 968
216 572 414
164 153 144
793 376 526
374 481 51
637 527 10
528 435 327
582 852 240
365 559 370
352 542 609
546 7 835
358 262 825
796 418 97
37 853 512
684 483 548
627 746 418
417 101 283
839 735 488
105 619 506
308 715 169
371 630 954
192 140 985
737 452 774
87 729 452
613 16 609
86 568 722
431 713 405
494 702 355
702 106 107
800 256 616
421 405 476
534 426 349
767 401 819
646 611 607
733 797 302
772 819 975
364 2 746
613 79 153
624 618 653
649 707 214
317 708 186
612 2 630
765 67 715
638 329 543
438 536 813
311 658 824
524 693 50
257 685 474
60 269 375
737 131 479
548 187 535
321 417 375
278 377 648
467 138 416
843 76 629
50 796 312
595 429 81
576 392 64
788 607 446
710 84 991
471 593 263
429 64 253
365 373 356
167 219 928
646 197 934
6 604 361
324 837 79
687 767 898
174 168 585
280 22 48
133 185 126
87 590 434
486 149 731
73 478 385
310 590 276
271 503 475
219 170 438
4 838 584
105 59 823
502 651 295
97 756 106
789 107 616
733 78 452
696 143 875
523 122 645
785 782 517
300 408 491
661 13 487
186 317 841
242 256 777
42 756 312
270 788 569
12 243 653
373 9 668
692 387 835
225 804 434
336 106 738
639 49 137
632 377 819
549 699 606
659 379 569
449 459 138
574 341 782
314 438 546
662 10 699
688 447 116
593 143 932
233 650 114
52 528 619
647 292 269
605 753 106
755 527 81
746 187 404
509 613 454
80 420 317
472 107 439
267 149 955
267 578 29
719 794 612
13 300 973
122 356 376
517 716 778
685 822 605
135 229 59
247 131 188
55 850 726
157 731 486
639 400 915
126 398 501
166 719 510
131 64 964
696 482 810
828 848 417
710 214 195
720 756 797
142 642 914
441 227 712
770 254 266
334 677 154
662 325 989
25 720 587
563 580 660
639 561 100
607 304 768
831 586 9
128 23 230
537 648 969
63 518 456
247 596 170
145 487 716
820 804 945
492 323 347
60 37 674
283 127 141
255 727 626
323 621 119
133 786 863
496 439 78
391 352 651
848 266 479
832 606 912
543 85 30
659 624 13
33 246 30
235 316 140
403 800 681
52 307 842
153 565 781
238 797 999
847 513 477
51 34 599
400 816 925
433 575 981
215 361 910
327 691 616
583 314 762
466 184 582
747 348 365
729 76 559
377 268 920
738 56 754
130 601 926
77 414 251
321 747 359
60 345 336
535 651 329
493 95 780
824 436 697
177 740 799
671 517 877
152 87 230
20 433 499
533 734 302
204 482 390
629 549 882
513 827 791
282 543 876
361 502 355
101 222 882
604 557 91
507 639 145
517 451 417
849 532 608
120 13 999
736 617 707
598 340 998
663 530 471
680 84 685
398 225 478
498 382 254
188 732 215
747 407 71
375 9 344
764 47 294
622 77 536
58 404 970
747 733 930
413 738 433
216 255 828
196 376 895
551 444 238
211 648 357
277 529 39
11 70 926
535 548 326
118 536 528
225 305 154
54 798 290
406 583 979
233 272 943
108 201 606
60 70 413
247 98 376
510 214 519
668 215 532
185 402 309
783 726 85
511 184 644
582 330 842
181 192 702
574 721 539
347 257 343
7 508 766
784 750 128
243 845 999
170 12 259
36 757 872
211 184 732
507 510 292
267 682 581
283 130 655
177 35 487
193 116 384
75 208 701
772 118 496
15 55 391
346 350 698
231 473 241
129 201 175
74 807 676
115 753 418
547 153 286
569 484 150
372 492 512
438 573 579
357 184 177
243 236 346
351 472 289
288 103 453
144 30 811
664 469 423
26 303 393
332 822 267
249 376 374
353 184 387
57 37 202
281 589 624
209 650 964
718 118 682
293 207 283
585 610 966
776 571 739
806 147 307
12 742 719
54 617 689
358 161 290
679 699 156
331 770 522
720 652 301
609 99 370
486 704 728
394 577 361
769 240 823
128 238 736
69 563 616
32 76 658
76 363 882
113 370 767
434 262 306
77 188 465
23 815 721
710 199 443
799 453 945
233 38 482
618 651 444
232 707 965
809 316 338
173 184 730
280 225 861
762 118 679
634 306 588
154 330 261
490 316 986
712 844 719
570 699 23
424 823 22
172 777 992
536 648 924
307 552 794
428 345 356
398 400 834
454 608 385
185 602 703
793 216 118
771 711 484
697 148 429
321 391 683
358 135 402
766 526 647
13 264 631
691 381 116
120 450 999
430 6 705
831 680 379
766 602 758
261 329 34
713 588 268
601 191 242
190 610 319
50 674 901
665 803 411
751 473 439
775 628 709
656 119 512
122 728 833
416 665 369
612 286 433
231 824 162
40 58 174
164 238 373
752 327 196
836 509 119
319 73 297
621 346 924
230 798 894
354 286 342
330 111 479
553 847 654
395 543 607
338 417 758
427 167 911
293 372 876
266 781 898
430 202 773
191 539 536
638 391 596
248 802 167
337 640 586
455 599 334
233 341 65
348 59 961
39 729 877
332 379 474
567 234 9
80 266 364
752 810 100
489 571 152
683 230 30
761 16 344
632 329 123
171 523 146
300 735 147
431 621 394
658 495 697
91 614 100
675 384 699
85 742 889
8 600 352
277 228 376
342 28 992
454 802 876
406 363 694
173 807 949
624 142 352
315 795 176
608 202 758
513 361 605
129 128 626
57 443 216
704 216 201
377 282 101
676 206 653
104 43 740
641 270 117
16 240 592
668 103 932
450 108 938
205 249 693
418 729 602
91 652 725
311 260 382
793 327 568
41 749 591
134 547 889
339 238 26
738 306 613
661 616 230
308 532 487
544 384 252
462 711 312
201 545 105
238 346 792
60 379 811
476 733 750
105 4 332
78 63 970
51 652 993
237 261 371
221 98 173
136 26 689
235 439 398
258 284 395
695 531 945
706 199 242
268 279 636
263 780 57
230 346 85
322 154 594
498 518 984
636 805 975
356 4 84
317 776 486
798 218 144
110 130 657
580 236 562
193 782 493
144 637 302
176 273 193
471 506 12
463 434 145
612 201 646
398 110 861
173 846 532
843 611 887
301 818 16
370 518 694
374 334 293
14 229 347
194 659 482
844 476 574
650 597 623
772 731 769
406 546 275
115 619 175
185 189 634
700 853 852
720 386 590
529 775 615
86 776 768
829 346 426
511 666 571
549 850 691
89 364 975
236 2 59
612 493 479
768 482 421
133 59 85
290 483 535
396 346 471
638 140 513
367 629 415
14 765 224
300 506 137
35 537 509
385 677 3
210 832 796
293 482 275
322 483 146
336 511 759
679 450 198
24 556 36
335 646 287
745 425 424
602 772 44
854 141 35
390 348 295
306 736 699
542 812 105
231 800 610
536 197 999
50 391 624
31 432 586
694 352 294
217 617 559
540 299 818
356 201 973
243 799 610
43 701 312
715 390 468
719 554 655
790 448 390
129 96 833
277 442 645
530 556 257
467 633 776
610 159 84
218 279 844
87 476 506
624 145 42
702 252 499
296 385 27
785 450 477
333 770 143
122 141 883
569 728 317
235 302 648
820 600 14
721 120 910
854 806 611
813 275 240
295 244 322
829 546 995
717 325 717
20 223 586
191 716 301
459 134 637
590 529 104
837 385 817
762 552 598
271 136 37
160 717 537
537 514 107
185 322 578
852 760 298
443 368 743
627 612 37
282 588 125
474 756 733
409 720 680
456 512 441
112 827 702
605 172 841
653 558 764
484 67 789
657 488 675
201 468 670
543 819 145
619 246 535
106 450 557
259 455 324
93 614 447
116 199 446
251 119 9
456 500 129
603 88 983
95 343 962
434 279 489
547 107 513
423 241 127
171 19 631
550 448 99
798 78 659
309 459 430
100 253 433
39 682 107
724 613 98
410 72 777
52 394 447
709 588 986
381 341 602
169 366 646
95 487 902
306 240 542
538 783 617
710 414 926
337 446 847
175 187 607
196 214 952
237 604 69
16 675 388
12 223 596
170 182 804
501 652 495
648 177 476
272 845 819
439 610 276
512 216 633
685 568 733
394 93 579
515 580 231
847 122 248
323 71 394
705 225 109
577 190 52
235 472 732
240 593 553
441 237 988
343 72 224
204 615 744
26 268 766
808 457 378
312 272 853
424 644 751
472 406 595
327 593 675
780 659 789
194 627 889
83 243 834
523 406 337
738 276 701
681 494 303
92 117 734
497 688 577
671 259 143
552 673 576
832 166 746
575 276 245
208 849 139
405 322 652
121 230 146
336 389 273
166 720 946
514 508 291
192 49 439
310 112 301
588 167 753
462 644 632
216 171 372
530 403 385
550 791 919
612 476 123
352 225 354
823 624 927
254 399 166
126 709 301
320 772 98
500 529 584
529 30 555
194 829 111
606 113 536
491 642 599
697 331 949
474 822 614
589 150 328
679 735 107
222 19 436
462 713 653
695 429 668
305 132 932
363 823 690
772 134 967
526 506 214
89 782 531
382 68 536
638 711 591
543 262 171
232 300 833
854 579 886
206 499 463
84 17 815
543 293 774
649 798 38
732 665 187
715 799 718
508 420 128
324 685 295
337 496 164
597 339 486
808 451 584
13 593 562
15 261 434
575 677 75
573 148 361
107 777 279
545 440 884
837 850 15
373 467 84
701 163 382
339 349 499
749 586 139
776 454 700
390 189 326
182 305 262
354 213 905
420 95 203
551 520 827
162 263 771
170 341 942
723 649 612
459 112 556
124 291 533
400 562 731
552 131 219
677 270 568
134 676 540
98 88 109
15 291 191
284 199 432
308 352 626
572 274 308
256 423 143
575 131 894
443 105 271
612 288 360
177 621 147
442 626 28
360 122 971
533 272 774
663 849 453
622 824 748
361 383 79
845 783 735
162 310 916
751 809 483
431 449 920
229 148 847
52 526 442
58 514 15
749 384 122
606 339 498
697 220 233
701 669 493
338 258 25
241 734 565
30 327 207
177 518 211
17 538 130
511 569 703
566 329 974
442 800 990
148 528 115
461 769 19
504 749 777
145 161 997
762 587 326
302 418 856
611 308 149
455 816 961
115 693 154
38 379 357
462 145 27
783 726 207
813 91 119
481 429 737
89 607 199
649 754 161
265 64 106
569 444 529
46 749 634
684 391 760
544 128 939
192 699 46
514 427 861
769 352 742
183 82 682
337 708 897
97 716 413
785 270 870
740 777 235
764 422 743
252 277 829
52 91 692
690 380 653
223 237 13
21 44 366
380 431 300
99 33 138
344 854 503
91 238 863
546 540 502
688 595 575
81 262 799
194 7 562
720 603 352
785 274 354
174 704 373
472 588 50
185 758 389
547 357 414
350 747 399
782 330 557
788 236 264
720 757 312
805 252 31
851 609 942
785 482 3
332 427 527
21 417 45
558 317 588
72 109 505
731 142 639
414 681 356
402 738 42
368 485 3
130 105 61
336 348 171
112 794 605
311 26 688
655 732 980
532 828 836
149 233 455
266 813 789
478 134 720
725 694 665
732 824 245
344 567 683
245 15 869
160 840 901
279 543 85
420 13 451
157 277 985
381 30 323
282 794 401
720 363 501
674 290 92
25 535 150
113 348 556
632 227 429
13 814 667
516 175 259
501 116 241
833 614 954
135 352 14
503 249 342
524 797 120
274 484 192
158 466 152
191 308 492
26 106 616
341 155 147
624 578 628
616 702 745
898 1892
626 76 144
814 222 765
489 82 76
889 379 601
688 605 335
655 156 526
823 2 586
504 154 613
799 488 541
594 436 582
74 675 146
861 522 240
41 840 515
323 827 438
868 692 799
335 633 126
873 71 114
47 535 233
351 213 212
383 429 215
792 259 844
547 187 597
527 862 173
571 457 414
857 28 78
601 326 241
479 10 946
327 740 860
696 616 124
223 793 482
245 366 479
525 226 709
13 785 478
405 351 623
332 137 736
506 44 208
523 64 652
20 60 589
525 435 459
20 49 651
647 135 10
67 898 152
2 51 272
667 852 205
707 582 160
680 633 187
759 829 453
156 378 193
168 291 111
823 427 444
161 473 865
321 662 322
153 47 711
701 735 153
331 631 845
888 330 734
44 485 602
855 108 272
261 370 383
245 594 662
395 497 21
652 449 875
214 444 95
119 894 298
429 737 182
111 680 366
762 510 73
160 485 97
675 446 363
542 396 887
585 874 608
228 257 703
113 764 319
88 14 873
216 590 698
558 346 484
470 136 921
379 624 734
194 202 670
555 718 518
684 828 504
522 14 169
639 812 2
791 262 625
296 890 382
257 650 513
389 7 448
356 146 709
489 123 588
98 474 867
434 744 953
560 626 961
175 292 427
151 703 828
527 496 212
378 598 912
414 709 344
709 897 852
703 750 504
601 643 381
571 190 719
857 171 583
29 772 751
151 41 987
74 192 883
548 689 564
437 416 705
297 620 626
239 813 740
529 229 807
288 139 89
427 583 117
141 115 385
341 701 911
280 731 26
455 750 860
2 391 129
478 854 283
387 711 730
852 411 757
479 281 12
112 326 361
312 453 95
280 195 811
456 847 507
212 294 768
294 515 695
891 456 42
241 392 34
457 57 174
526 575 713
673 144 324
2 136 429
589 644 670
184 808 658
565 198 530
395 797 372
504 74 584
73 698 231
119 822 899
276 789 956
372 468 661
126 129 173
110 861 727
491 658 480
493 77 41
260 275 777
881 445 994
464 422 995
432 775 203
576 896 125
846 740 461
386 576 566
811 540 33
683 330 897
442 644 971
428 261 224
672 454 555
663 20 705
298 860 25
292 780 841
499 583 169
782 513 129
265 139 557
18 804 503
233 756 176
454 563 704
827 163 109
51 93 729
400 228 443
540 261 209
269 230 812
134 858 518
697 175 7
185 314 857
83 239 722
612 672 367
396 390 383
777 694 25
859 813 8
866 297 529
600 128 851
875 273 49
37 264 371
752 788 240
177 654 582
875 831 805
719 530 619
63 857 800
543 844 628
435 561 496
396 492 152
499 80 332
848 540 226
5 775 279
484 754 522
113 423 560
837 631 525
161 184 481
865 752 76
675 491 566
666 543 158
335 472 801
268 324 355
812 356 444
878 853 817
650 64 544
403 472 660
31 253 575
559 395 77
337 350 179
498 744 680
893 661 603
311 321 318
85 120 850
680 629 807
711 320 230
81 496 600
503 326 311
761 580 461
814 890 905
450 442 678
836 522 679
879 81 62
790 238 76
277 749 528
236 593 847
436 709 558
700 217 31
415 753 391
801 830 367
427 681 65
636 789 580
891 416 169
454 56 274
451 713 558
719 884 92
460 226 807
734 249 917
205 622 977
576 298 295
7 306 718
489 877 64
86 509 7
344 791 125
865 884 729
673 722 674
131 649 165
130 106 564
815 283 796
495 39 270
894 388 598
88 282 230
327 358 275
21 686 287
9 541 702
860 113 506
472 299 186
652 507 120
684 509 177
219 169 649
430 285 657
382 719 417
849 838 578
761 828 374
196 57 935
193 212 666
640 280 810
299 452 367
779 559 212
241 693 720
726 276 126
502 850 202
791 799 831
123 151 142
592 765 195
882 825 626
78 759 142
180 318 432
560 587 467
672 342 155
475 191 929
659 177 132
891 349 778
149 68 229
232 135 488
321 110 638
890 811 441
162 732 835
635 550 121
422 208 295
573 199 674
40 543 349
32 443 147
709 187 557
509 675 246
380 758 309
375 270 649
36 688 657
227 548 767
484 212 221
31 516 193
51 404 747
611 226 856
515 131 368
732 669 703
130 118 49
593 138 987
448 220 714
247 223 401
410 95 79
246 536 191
276 613 60
617 410 977
728 110 341
70 787 675
446 409 799
234 788 770
336 445 137
822 402 985
310 322 699
74 265 436
287 602 346
388 777 280
78 402 212
825 252 940
614 116 775
88 76 265
8 267 662
770 442 27
484 688 213
478 432 108
657 602 420
530 329 279
751 303 538
793 670 635
197 49 986
226 508 785
700 796 443
546 508 481
883 653 469
520 524 705
555 523 761
758 765 255
685 894 96
8 174 659
642 891 145
306 520 980
874 482 351
313 545 55
844 103 936
420 865 808
96 203 131
446 575 20
392 569 181
620 867 842
397 803 982
264 665 241
14 359 756
246 755 340
743 351 347
326 650 62
626 622 642
236 83 427
545 203 199
788 577 907
309 798 12
319 300 83
853 89 72
727 427 488
294 106 454
237 153 24
702 523 929
256 368 827
112 848 932
303 579 517
136 17 782
642 182 306
335 72 400
322 15 105
593 542 325
343 92 776
560 352 81
152 589 152
392 570 723
191 431 840
215 373 481
735 298 950
369 366 720
670 507 595
116 225 333
26 827 256
690 663 265
817 176 254
66 54 181
282 239 837
235 267 802
315 699 1
815 639 108
62 261 117
868 526 177
254 865 827
336 240 862
640 248 476
585 477 852
322 636 705
858 405 428
482 351 116
200 65 399
79 589 650
205 350 489
76 691 399
621 260 78
306 779 644
696 895 185
812 478 930
414 483 130
119 742 576
736 495 417
168 453 846
320 629 756
80 762 190
725 256 58
839 692 656
708 306 327
576 789 39
749 583 670
139 584 720
247 357 486
689 787 640
460 697 871
561 806 589
692 511 972
797 892 864
755 265 679
876 70 334
215 295 931
532 321 924
299 258 828
387 176 418
794 229 645
873 416 817
30 689 88
342 73 879
671 628 539
804 325 447
466 894 969
698 109 473
339 818 821
302 194 810
597 60 325
559 640 745
511 503 346
838 754 821
749 625 986
244 608 688
144 665 628
155 52 919
334 638 302
431 352 871
436 580 634
92 879 318
197 875 306
274 471 834
23 227 108
106 419 288
159 141 949
562 27 314
673 891 85
619 468 840
484 426 15
270 209 56
286 733 47
184 866 796
269 138 726
781 177 253
149 132 93
796 123 301
449 63 363
417 632 15
294 705 495
362 760 823
575 670 347
146 83 986
187 103 992
710 809 182
527 39 399
48 718 848
536 3 616
329 494 644
300 144 827
206 59 609
677 643 365
640 62 99
291 447 640
325 644 118
653 62 321
784 758 373
777 434 724
292 115 737
520 810 876
769 260 578
606 515 353
247 663 550
320 575 97
659 290 809
703 796 457
786 810 254
616 895 36
205 503 353
522 764 977
329 462 858
720 498 825
364 212 221
351 515 132
284 395 125
296 326 607
278 155 550
320 582 564
478 689 818
239 61 393
815 836 533
16 625 377
34 796 423
847 222 961
113 523 198
197 595 852
552 657 111
450 778 581
485 106 727
744 631 548
173 435 977
667 343 355
118 341 18
687 345 77
95 28 909
868 474 907
300 647 810
367 2 973
478 75 813
245 64 42
394 166 782
607 652 629
867 891 41
836 546 582
752 403 147
330 138 60
192 4 794
112 372 154
843 208 492
196 123 850
827 306 149
147 231 536
600 320 24
818 839 738
866 766 806
488 715 948
836 111 287
449 34 52
684 18 423
855 396 271
819 308 800
470 692 288
778 898 646
125 355 423
610 829 544
401 369 160
578 650 230
45 529 939
270 654 585
403 49 872
130 175 973
168 421 751
548 505 734
835 219 745
595 544 358
455 303 901
118 198 32
322 755 624
428 722 69
354 659 241
456 735 234
325 655 733
44 806 385
859 334 713
322 18 107
188 794 430
897 336 787
205 500 485
292 767 641
23 213 269
885 744 158
427 538 718
122 895 930
826 162 636
317 500 204
604 838 91
714 58 834
208 83 821
227 213 389
858 8 47
284 281 895
705 62 534
25 260 150
392 503 883
455 650 890
48 309 278
383 296 589
602 58 237
39 649 446
48 645 280
201 76 44
482 3 753
374 572 620
771 335 702
866 370 129
295 456 133
427 531 193
711 362 50
171 195 715
264 447 907
253 140 529
206 466 210
13 414 758
374 79 232
742 65 991
416 2 724
781 852 552
767 369 147
870 95 872
436 374 786
102 550 886
698 662 907
79 649 869
420 219 221
297 645 710
554 599 326
101 405 410
669 133 652
800 81 569
217 414 988
735 594 516
422 187 496
369 731 508
693 154 749
715 732 588
564 118 668
181 137 525
340 341 39
385 58 108
135 560 415
299 780 501
815 767 525
789 209 399
139 47 88
360 393 401
892 87 31
723 51 30
199 331 659
69 723 786
344 744 963
267 8 877
268 873 963
557 681 372
697 748 214
605 773 303
703 823 28
341 95 764
746 17 799
741 397 457
129 286 501
203 472 442
832 727 197
778 344 4
244 659 668
62 153 823
825 575 303
83 274 830
560 854 547
798 628 45
314 658 855
836 826 84
303 658 535
