19
839 803
546 820 -564
240 584 911
574 102 284
63 36 -650
687 577 -973
218 698 458
331 354 -553
412 735 28
583 416 965
282 576 2
255 143 498
409 62 22
802 249 -890
513 269 -741
81 112 134
195 663 -385
281 457 772
467 187 -266
202 151 -842
813 516 598
687 811 -747
89 135 638
40 253 -18
152 621 -554
580 188 544
351 614 113
765 83 -863
300 36 934
263 165 769
784 729 -221
495 239 713
371 724 -637
51 265 -535
801 544 -458
781 559 -201
262 697 991
327 193 310
336 158 879
809 715 -89
689 540 801
574 100 751
337 308 -424
644 85 996
737 395 -796
630 614 -94
676 453 712
383 221 808
183 198 236
676 323 -21
76 321 -73
7 397 504
330 343 -413
582 449 -213
553 598 -852
123 369 296
132 833 665
679 156 -238
665 653 -849
323 47 344
37 10 726
357 698 -595
535 171 445
629 603 -881
116 152 -560
784 782 44
162 772 -4
73 143 -648
31 428 -30
245 173 530
149 356 217
815 331 291
351 813 146
772 578 297
299 309 449
608 764 433
670 167 64
265 246 693
412 386 -389
772 35 -819
690 671 -731
55 718 -578
136 61 346
739 88 -720
101 504 560
465 171 -390
578 103 -821
50 534 632
531 745 53
536 513 46
391 293 -270
400 738 -54
301 219 -613
619 821 -150
474 647 -730
1 268 914
281 143 553
431 335 -674
216 633 813
612 471 714
264 498 -219
161 628 492
459 741 -660
718 473 -471
276 663 180
440 501 845
183 347 549
414 711 -159
140 741 66
681 8 843
835 477 -867
582 299 596
270 393 -488
162 617 -335
476 274 244
245 534 -230
671 835 -397
10 492 -838
68 478 -785
331 439 544
788 154 570
653 420 31
693 530 663
140 19 -300
313 748 864
706 397 70
532 738 263
166 105 -654
566 423 -197
273 514 -924
293 282 863
817 606 270
349 305 -855
389 127 -91
288 213 886
572 214 393
786 43 -680
562 297 -628
667 287 -796
741 294 -26
240 557 953
106 778 -714
62 377 -445
199 448 499
542 551 -678
712 635 -145
387 803 204
494 544 810
478 365 -679
541 676 -577
748 323 228
811 647 -30
667 314 -897
229 331 50
363 125 675
693 370 -377
593 695 353
412 152 -580
590 309 -954
788 472 54
83 374 700
379 743 19
748 765 -774
716 638 350
426 203 754
326 767 -152
765 30 191
399 495 -906
180 52 142
329 749 438
294 824 966
452 10 327
434 668 47
735 644 -634
578 478 -502
247 491 823
728 91 -909
67 157 267
643 142 813
570 490 -461
392 391 57
403 745 -507
790 345 -884
121 759 -609
150 308 -290
284 287 940
661 133 249
345 4 -817
54 195 328
644 333 -529
541 510 634
818 543 737
630 159 649
227 788 -355
272 784 -14
353 51 518
211 498 278
475 730 -402
505 138 -786
709 741 -141
284 256 967
428 375 240
222 816 -368
591 681 286
122 347 302
286 802 -342
753 746 259
621 709 819
560 345 481
667 709 -479
78 815 -381
257 663 -99
240 306 -76
48 411 -522
816 72 196
62 624 -851
149 389 880
281 155 -947
552 835 -324
671 771 -918
726 306 -929
289 661 -118
489 419 257
64 155 -18
95 337 266
83 532 469
353 514 635
448 221 210
589 371 256
378 622 -416
546 336 419
502 611 562
367 244 513
530 390 -705
481 324 920
195 319 831
615 113 299
527 251 760
172 67 701
704 824 886
213 85 335
793 385 173
728 474 131
702 57 315
616 471 651
351 213 420
776 574 -243
462 154 -416
284 713 -356
200 120 -408
151 310 -392
662 330 934
512 242 225
292 549 599
798 97 -372
620 443 823
610 68 749
564 702 267
141 376 463
19 741 966
511 366 -506
269 108 212
183 833 -508
166 775 -607
433 54 54
344 364 -901
188 421 -892
165 811 -959
402 766 535
365 457 -226
74 225 -640
582 807 853
690 489 -63
338 773 -556
128 388 680
31 816 343
491 60 654
424 680 207
584 128 479
360 633 -721
151 699 -746
349 839 -259
111 611 301
730 106 180
459 175 640
499 622 -388
638 110 -197
637 124 -859
401 278 937
805 156 -829
141 536 -609
735 394 -865
737 80 -54
85 688 129
593 630 633
464 667 632
383 115 852
833 566 980
194 665 -564
236 544 -417
133 792 53
341 116 5
320 653 952
18 19 63
569 143 -886
370 27 -187
461 293 -799
714 777 -136
87 416 679
575 223 555
510 784 -122
751 95 556
468 654 -600
674 675 -739
510 229 361
589 8 -103
809 441 -293
555 179 457
173 557 372
117 616 740
512 104 -775
143 771 -675
370 73 537
527 520 810
460 555 413
587 302 305
503 491 -176
399 482 -873
833 312 -806
667 678 -847
35 626 84
245 470 -213
664 267 40
608 554 -831
575 583 -620
366 818 -685
388 602 158
257 279 -495
151 809 763
229 379 854
673 825 139
649 802 550
78 333 -169
256 23 872
628 422 -347
639 221 853
669 617 261
451 554 -555
625 580 -168
698 285 899
103 89 -419
427 732 556
769 153 -914
342 448 -947
379 420 -20
712 316 -366
793 48 -813
670 746 -342
617 33 179
781 719 305
221 372 -98
686 1 -503
538 391 768
207 299 -319
471 794 -470
447 347 414
613 417 -12
473 153 918
589 500 -568
291 784 -487
342 411 343
576 818 -180
713 422 536
776 300 -758
465 523 -235
308 206 767
678 381 -821
38 342 441
577 782 -92
694 551 955
64 512 -920
448 28 -459
563 438 -812
623 540 -927
279 569 -698
374 52 -200
160 472 -212
221 478 -78
98 693 997
88 680 532
320 386 662
823 249 718
653 151 -500
271 98 -938
232 817 -633
281 734 -126
5 839 570
431 239 -866
480 370 -966
833 124 -820
649 307 0
636 647 994
782 567 79
322 9 -908
342 4 36
721 674 -552
207 823 799
801 727 -911
827 296 950
145 596 -589
431 306 637
374 480 -580
301 261 616
42 246 -640
320 174 609
156 675 117
84 36 415
396 652 896
453 164 412
152 262 960
693 705 -458
38 527 169
741 800 -957
411 165 263
88 475 -789
700 387 -411
186 821 891
618 676 71
214 744 37
338 236 -372
440 267 -488
298 705 -897
692 317 445
648 586 -72
193 86 851
494 488 367
718 817 153
202 631 -350
669 290 827
176 120 79
828 224 391
378 97 -289
793 583 -199
804 250 275
453 130 -593
354 269 -305
782 413 -399
81 388 59
678 259 -264
466 111 409
381 432 -876
526 775 738
225 134 788
551 654 17
398 595 -791
361 807 -460
518 834 553
588 513 -577
682 565 -813
154 458 -268
598 234 -558
302 677 -323
672 57 -750
46 722 239
294 71 -590
301 643 99
211 785 251
415 170 -876
168 22 -926
554 513 -692
504 610 -546
378 259 -430
55 566 599
725 611 519
208 445 127
298 303 56
529 506 -242
262 649 -895
681 815 666
390 378 857
312 787 431
777 245 807
224 504 392
35 274 -521
574 69 -610
645 484 -567
223 449 573
719 28 -156
804 602 -44
226 762 665
711 674 616
738 546 -235
677 736 381
142 482 797
294 706 -690
218 348 297
441 399 39
135 638 248
398 205 -353
675 259 373
807 696 435
234 252 492
223 662 862
718 698 -316
431 342 -209
240 368 -563
450 823 257
334 707 -107
774 226 -385
496 122 119
349 115 543
600 186 555
503 267 716
181 788 517
282 552 -445
538 564 685
619 174 727
703 776 804
219 510 633
717 475 695
529 694 -271
384 41 688
79 411 378
168 821 494
487 700 -55
186 757 887
833 256 470
780 90 527
382 762 812
158 784 739
607 104 905
769 365 -549
91 201 -338
473 275 -272
157 113 -547
258 664 477
122 359 818
613 93 617
91 522 510
69 365 449
597 728 -328
128 795 -221
440 29 922
26 651 -78
405 591 -718
712 106 533
650 512 788
397 640 -639
73 108 -838
160 631 773
755 11 -133
353 522 -480
836 576 605
647 106 -534
152 211 -685
589 653 -782
85 17 499
240 634 -293
661 489 28
94 672 -7
140 393 98
290 404 747
707 76 -395
836 482 -869
766 17 -793
821 799 141
673 303 592
717 657 940
833 245 750
282 188 799
626 684 -116
274 443 70
183 637 488
15 281 863
215 235 -700
522 650 275
761 627 -304
69 73 715
463 106 -964
649 588 684
731 839 -998
472 247 -278
551 416 -397
838 786 968
53 76 179
687 295 977
450 505 67
568 238 -95
511 11 -660
706 434 818
72 143 -34
67 638 -672
816 430 304
601 407 793
211 176 945
465 556 430
177 503 -659
642 376 -770
831 144 -890
518 426 927
265 749 -696
471 821 -165
698 556 -77
791 221 -738
614 378 -171
692 798 514
583 687 835
546 228 -663
151 522 209
442 814 -773
48 799 181
590 442 -655
520 246 -520
764 96 -622
761 196 -746
815 792 980
173 316 898
331 299 486
642 524 146
474 200 -633
681 536 -21
359 699 106
434 68 -901
382 631 29
451 614 113
138 799 -170
513 812 -365
185 93 -125
347 204 114
376 468 -949
29 111 548
845 822
592 806 -497
697 256 -606
214 575 91
453 507 727
841 553 -470
219 301 364
227 447 621
183 262 -290
766 716 -938
481 787 430
757 243 -797
215 415 -202
750 399 -288
514 94 990
313 475 -102
669 665 711
381 542 -176
559 467 970
367 811 546
455 378 288
403 111 345
447 688 826
403 468 -447
802 612 -635
384 440 -299
309 553 -928
739 284 -120
468 469 569
610 168 -310
295 842 666
560 88 -249
597 777 235
378 327 116
270 744 -62
738 581 -819
778 51 145
351 479 467
586 555 -494
807 168 -112
187 31 302
78 73 -860
511 794 519
128 444 -909
600 36 262
805 43 -268
579 752 -218
624 382 472
618 499 -752
305 641 -773
548 468 -794
769 508 230
735 534 700
160 364 -625
72 365 717
277 747 -477
522 599 -42
44 325 -267
395 457 532
26 394 -414
755 569 -809
653 674 -853
438 99 -407
195 656 358
575 6 633
29 11 -927
638 224 779
13 664 599
447 319 321
427 490 -743
743 700 -764
221 713 320
458 492 400
597 782 -961
647 451 -141
592 11 -401
62 302 199
527 120 605
536 632 664
655 33 247
90 843 -273
315 809 -178
167 176 58
516 796 295
398 665 144
554 556 914
283 189 -669
338 724 -680
599 653 -809
688 679 812
684 58 -276
231 807 89
229 505 -174
752 520 -54
610 665 266
324 507 605
68 174 691
52 465 594
1 780 -924
743 822 -115
287 171 -226
281 343 -250
405 653 -731
563 226 -447
696 170 371
41 508 330
29 664 -651
661 568 873
625 628 834
494 699 530
240 770 607
702 595 -424
394 107 904
415 540 895
371 538 -861
565 510 72
157 120 17
269 543 -973
621 672 -316
559 25 736
66 210 521
772 736 -454
430 317 -941
823 91 -84
411 308 278
651 168 625
328 752 272
672 95 368
665 452 891
25 172 325
305 412 -20
408 317 -212
714 110 -16
56 542 872
837 305 -983
206 113 785
479 218 -847
539 293 -964
497 223 -560
469 818 405
518 376 -658
662 514 -450
304 682 1
458 826 -642
756 203 -111
819 134 -700
480 145 950
170 75 943
813 742 153
415 652 256
799 491 -174
32 347 180
172 362 -216
643 535 -242
486 237 241
80 665 62
841 109 386
276 752 747
589 355 -160
41 93 959
638 419 167
671 620 804
807 799 331
55 611 -948
115 709 844
103 393 693
371 104 -75
377 70 -666
484 226 -124
60 750 987
402 463 417
659 219 -335
569 480 -492
200 249 627
617 150 566
336 481 -583
493 696 -377
841 755 -505
382 564 -10
204 639 703
707 468 -16
573 675 -517
274 589 -212
696 129 67
491 226 -149
673 536 461
789 808 -840
739 300 -207
532 648 47
487 70 -31
84 283 204
98 614 -176
672 285 17
529 611 -757
642 707 -819
462 667 567
372 47 586
218 765 -926
828 813 -729
708 412 185
337 580 477
617 341 -353
629 666 -809
653 774 -485
303 277 -643
381 553 858
635 691 -132
727 76 -200
535 747 611
654 348 -55
73 827 -287
450 632 -379
458 820 -190
153 354 881
293 839 -953
555 271 835
286 381 181
666 804 851
710 620 -976
174 371 524
261 85 232
74 524 -552
465 149 -560
619 738 312
108 111 -84
204 165 -115
471 334 494
322 383 -290
137 743 472
684 534 -421
395 302 314
631 275 -803
338 440 715
646 580 120
280 381 420
79 306 -272
635 717 830
739 44 982
794 438 -673
158 168 830
375 764 -22
204 238 -327
511 101 -309
107 70 709
463 159 -245
200 37 -669
227 245 717
743 626 290
677 449 -580
779 252 517
343 324 71
513 744 388
173 415 -833
183 242 419
464 205 -821
824 808 926
588 671 956
33 443 -596
756 494 627
454 587 463
658 560 -192
415 784 -896
326 184 570
421 57 -883
315 613 23
406 32 -742
654 715 482
366 653 792
117 408 -114
221 740 -108
541 83 737
826 254 127
702 379 887
535 345 741
664 217 -125
606 202 914
150 156 -426
532 777 63
149 179 -245
568 420 -244
400 177 462
564 460 -930
161 327 704
340 747 -201
183 165 887
579 799 522
796 692 -754
40 371 -914
672 557 -138
707 481 536
216 255 -912
305 218 -228
837 548 918
111 602 927
368 785 -400
543 158 -699
623 417 286
344 534 -482
217 145 -639
733 749 994
404 822 -561
228 434 449
377 501 584
468 154 -142
223 701 -789
313 737 370
623 237 612
138 593 265
367 7 935
467 367 240
572 823 974
83 817 735
473 342 330
521 806 24
616 230 -17
14 322 -9
841 545 -153
836 167 785
761 438 -451
203 353 313
193 623 454
655 204 -975
546 709 -181
190 804 237
574 422 -679
325 32 -631
687 17 -322
634 40 969
617 44 510
688 607 -495
707 2 892
346 668 741
739 244 -553
205 272 -337
136 614 438
261 520 -893
541 270 381
356 440 -588
37 761 84
777 73 -578
299 627 650
96 614 -508
640 308 -32
346 322 -246
588 446 769
739 686 585
252 173 755
782 681 -448
185 496 371
770 572 -397
149 357 159
71 755 696
607 586 415
56 163 906
598 728 -104
104 735 846
567 174 524
2 832 625
194 549 107
14 765 85
443 143 -580
741 279 463
328 96 -399
791 361 -330
761 412 498
364 423 -647
752 686 783
158 10 -927
114 838 -33
614 16 -265
339 300 -63
608 46 -653
6 506 -747
804 307 -789
758 151 574
11 370 922
107 768 365
251 644 -924
443 7 50
146 398 -359
487 712 -771
720 57 -608
485 493 599
458 454 234
482 423 -677
843 387 -1000
830 532 472
591 269 -870
435 371 678
755 257 -410
704 612 108
509 10 506
131 552 -436
99 383 -671
582 125 476
82 103 167
66 363 -298
444 230 331
609 335 -477
247 845 8
524 697 -447
840 470 -611
404 475 344
15 714 265
550 807 560
1 113 584
268 408 -786
832 30 657
224 72 -156
788 333 698
225 574 -838
314 712 -600
215 263 -509
442 806 -729
466 194 -364
252 758 548
651 814 532
513 690 -401
583 13 -412
173 822 129
613 311 -184
567 211 -754
340 780 122
50 783 -366
533 554 971
722 532 -269
649 547 -665
454 827 -993
113 59 95
76 70 -875
100 85 -698
32 147 359
357 743 292
228 650 415
747 797 -871
296 151 -223
477 488 717
396 277 190
392 656 114
249 682 -19
331 392 -345
40 5 776
457 653 -919
179 491 272
341 438 -896
664 232 -775
255 109 980
54 751 -971
100 328 -256
301 406 346
278 412 341
569 639 -299
362 169 -222
779 525 153
834 758 278
201 372 -603
270 126 784
752 831 -932
805 170 834
776 500 303
278 403 -62
76 196 191
385 163 -331
451 204 245
91 446 -182
235 146 -333
96 298 -682
109 834 -67
844 155 -878
508 582 -470
229 542 818
279 709 527
602 747 -806
457 362 -452
467 641 977
526 401 478
189 712 501
459 730 672
633 365 -54
328 389 481
329 246 384
81 339 220
245 677 22
329 616 643
176 348 -432
411 481 257
276 473 983
384 729 -119
6 245 400
648 714 556
143 776 288
61 771 744
472 624 -363
188 477 774
5 803 -67
294 539 -823
167 433 147
816 181 810
61 334 372
609 327 777
771 781 -501
313 117 -558
503 845 -255
423 377 -977
87 204 566
519 226 379
35 213 596
267 603 580
162 334 85
511 197 855
513 336 -676
92 41 -368
839 506 261
533 99 213
371 648 -639
123 609 -382
37 447 -282
573 357 401
179 361 -984
344 564 757
486 295 -639
661 622 -381
407 487 -725
493 735 -319
747 609 -925
631 796 796
450 213 -871
348 744 619
336 284 838
130 609 476
719 695 824
274 804 974
159 448 474
794 346 -386
615 256 911
590 91 782
575 109 -271
140 399 975
288 525 -368
269 136 -99
126 404 -261
365 633 -919
184 599 -284
273 543 -817
693 149 -976
100 324 631
280 451 996
426 435 815
733 624 -668
446 193 318
308 691 -718
426 518 -584
125 507 -945
71 385 -623
372 230 288
717 119 -613
701 711 641
770 648 472
154 389 246
184 10 427
463 222 -765
652 48 782
65 475 -120
82 793 -520
726 136 -780
638 444 974
738 590 -859
373 440 -401
614 377 -666
757 135 -159
282 193 -861
174 597 -342
611 130 723
317 613 785
403 789 656
12 240 -650
821 593 823
172 289 -564
526 530 584
217 817 143
62 785 89
664 816 976
26 827 541
88 51 874
70 436 -258
716 329 -503
731 150 117
244 829 -216
85 584 -407
302 74 875
701 160 -812
330 784 -563
225 502 739
97 649 823
826 78 875
228 699 530
479 714 -108
458 381 -859
794 582 -65
8 196 455
703 141 589
442 621 4
399 585 -396
218 757 -412
376 820 758
287 430 -677
803 117 251
743 230 -409
633 780 -422
526 191 -574
256 477 -234
414 232 8
184 366 -695
172 12 692
271 390 -651
278 820 -488
275 191 545
113 346 -525
10 725 -152
793 242 -374
202 646 -129
511 24 523
589 497 435
226 340 -180
146 323 863
192 574 893
421 317 228
642 358 956
798 709 831
534 441 476
841 144 615
312 473 452
62 219 265
36 550 -265
208 153 948
42 61 359
65 6 -181
39 648 650
432 75 -994
134 575 -731
421 617 -665
465 108 254
514 190 -204
490 801 192
344 770 -244
657 803 -692
296 530 755
246 8 -301
15 428 966
818 6 -53
647 356 -149
404 234 940
249 804 510
286 601 -275
731 757 417
342 698 107
501 265 86
109 278 506
64 732 -486
607 1 740
170 811 704
695 792 -274
105 249 -390
411 799 -838
461 23 311
350 263 118
93 374 -558
795 170 262
104 312 -996
263 819 379
578 496 -376
243 127 847
73 379 144
41 163 -868
340 565 -38
107 316 -100
560 130 675
95 551 -138
317 3 71
621 363 315
327 133 -493
619 759 -823
659 775 -46
372 350 -580
343 178 -659
265 209 96
168 663 -354
268 354 -78
822 525 -491
135 485 -349
187 219 -781
518 820 532
838 491 480
239 344 -950
197 93 785
552 190 -499
716 845 962
649 192 663
300 592 -520
365 518 -871
617 341 -611
48 477 -638
204 569 888
353 44 -677
596 363 -514
393 774 -188
358 791 -309
800 278 -887
444 153 56
221 100 41
352 321 146
748 322 140
491 189 -725
476 411 155
832 210 592
647 423 -681
247 814 670
737 80 -311
672 326 213
276 201 7
70 532 -771
505 387 376
767 430 630
300 40 393
596 12 975
613 693 -909
521 441 -517
196 415 128
443 455 838
630 587 375
160 459 -493
800 189 2
427 11 -836
22 507 519
214 253 -679
189 326 -875
2 4 -925
91 79 245
829 309 -742
649 349 -455
389 395 132
46 120 -639
144 819 846
734 394 364
817 619 829
743 569 716
728 44 536
296 410 -221
291 24 848
723 755 -262
613 777 -198
447 83 137
118 284 655
1 175 434
250 678 887
155 367 -806
158 486 5
368 447 -437
778 828 923
630 612 -28
299 597 -338
552 181 535
133 215 -715
600 371 829
737 67 897
485 554 -159
45 424 879
371 124 108
519 668 236
195 653 51
458 225 -334
674 429 665
194 214 356
66 843 -626
716 768 221
315 348 91
245 283 -547
570 104 -135
562 306 22
502 410 -93
494 126 898
288 50 521
571 832 730
313 668 -886
458 422 -596
446 321 -486
478 656 510
714 54 -119
679 661 -657
753 581 -209
289 10 878
36 231 814
95 435 221
465 192 329
86 460 -811
289 727 668
446 110 -589
224 335 -702
441 629 -793
168 591 187
300 603 -166
766 547 538
175 272 -983
694 258 819
215 547 -761
734 239 619
778 423 286
59 237 907
78 21 969
219 609 273
202 475 -664
597 260 309
107 627 199
772 232 866
584 505 -240
636 566 -833
800 192 108
615 271 101
47 255 -992
404 522 876
225 189 835
185 192 -497
83 787 -571
995 846
776 891 -53
738 27 -637
826 257 195
940 541 649
492 333 63
108 846 23
106 694 -478
457 458 -404
908 585 886
187 631 199
129 113 830
889 711 -839
621 550 656
249 985 -398
283 712 616
843 846 -846
202 805 777
268 563 409
773 25 675
836 259 595
705 549 -1
803 148 -451
79 816 -340
199 3 -910
812 57 116
222 591 -2
532 745 732
26 47 370
773 355 -229
954 109 280
299 47 -548
280 507 752
749 101 -710
973 521 -397
533 809 880
121 781 729
870 554 -211
571 90 395
938 335 -177
155 321 -910
390 158 -686
727 804 -955
332 852 771
796 841 831
833 221 -43
345 678 691
809 918 -8
709 376 -444
3 451 887
98 626 -186
541 980 -719
737 463 594
41 163 -953
683 342 -285
826 816 785
737 798 998
964 282 164
873 405 -859
119 607 159
92 641 -624
751 612 -55
357 595 741
221 413 556
92 498 -567
140 620 868
308 806 259
43 347 -104
641 150 692
903 505 375
927 963 -199
341 473 755
756 322 141
208 22 -709
825 142 -351
367 498 -678
856 850 -168
451 206 -66
407 635 -222
825 63 -396
225 803 538
506 198 843
79 562 -931
539 400 -26
887 931 888
925 945 -2
448 901 605
74 818 43
461 327 -472
882 190 -334
474 230 -339
468 352 -236
689 92 712
415 875 833
217 653 -84
835 336 413
612 901 882
428 794 604
555 397 36
298 599 -98
653 873 864
582 511 -216
310 715 -701
756 426 -686
555 396 592
30 429 -443
438 986 925
677 439 -897
648 816 -688
935 253 -295
238 628 -888
602 839 107
399 235 687
192 241 993
965 238 -152
702 760 442
313 344 -820
158 712 468
501 134 -625
568 253 -555
994 293 -629
937 305 -7
35 92 977
606 263 998
898 852 649
804 449 147
257 634 165
857 477 753
603 617 78
369 945 -193
43 305 970
351 314 -676
226 692 -27
886 418 -837
781 2 634
268 662 -999
727 335 -564
765 952 82
725 28 115
142 931 -49
856 181 923
39 754 505
310 291 -376
25 838 80
159 427 832
490 465 -187
983 810 -4
470 67 537
633 832 -822
514 684 -866
97 631 841
177 994 632
819 227 342
103 594 -547
99 789 325
337 865 173
458 844 -832
242 266 -172
819 579 944
510 97 -19
402 22 273
280 967 139
698 844 274
754 523 -195
828 822 176
958 413 -987
943 421 229
474 73 361
428 600 -103
333 670 8
898 699 -881
801 289 830
396 214 -11
679 260 473
724 973 -389
482 548 -81
596 641 -295
995 966 -529
43 938 437
25 744 -917
297 288 -564
982 813 -365
204 128 493
99 155 -28
306 378 790
42 992 321
143 274 -776
831 534 -934
139 972 42
784 536 75
770 249 -160
832 106 -792
261 348 -380
866 314 281
603 781 -126
538 181 -323
868 99 -579
420 890 445
223 890 311
17 523 -180
601 638 -957
663 177 -755
786 165 30
280 961 21
738 511 -89
719 692 478
850 866 791
950 597 -819
781 766 -886
241 255 -475
703 432 857
251 569 804
164 975 -181
423 817 666
208 163 126
771 168 792
791 944 -359
748 453 -782
961 992 -206
262 481 -633
713 277 753
932 89 929
731 186 610
643 821 445
193 250 497
26 145 588
456 756 -974
700 711 -36
167 939 536
671 193 215
4 535 -743
951 42 -81
852 252 -329
596 262 -274
825 796 87
559 579 445
844 918 -794
152 541 -162
291 50 379
9 821 -43
162 207 119
332 410 475
760 856 -957
597 906 -480
914 140 -590
525 61 -145
834 175 -248
985 502 -469
338 906 -258
887 515 -938
615 22 -118
861 701 390
206 946 -141
619 701 -971
930 956 -471
306 27 738
130 780 -26
12 811 104
95 138 -661
27 845 306
621 433 965
592 186 620
277 345 -497
653 410 -941
450 858 47
424 203 272
683 193 975
830 523 599
370 18 -437
581 421 -550
771 934 -142
529 47 884
471 361 566
331 890 -995
747 963 -657
368 706 -859
564 822 -272
756 893 491
185 442 -973
470 717 900
677 531 659
67 328 -602
477 428 599
103 358 505
952 91 -277
156 26 771
256 641 557
851 211 120
692 276 107
364 652 177
49 174 -230
116 220 692
652 944 17
461 957 -980
837 795 -914
847 843 279
232 550 188
927 688 132
822 492 -181
672 959 764
644 954 541
75 266 -884
225 710 8
9 837 -135
493 896 196
372 273 -116
450 882 329
991 392 -996
600 511 393
424 691 -213
980 40 -31
558 679 -763
546 4 -986
659 400 -796
358 850 -608
983 2 688
315 664 -452
423 104 -638
306 656 804
484 960 -252
880 147 -540
70 634 -966
664 751 594
359 108 419
804 982 352
149 482 -164
267 531 372
275 205 103
539 87 684
945 269 -547
634 635 -157
208 822 635
988 10 11
596 563 -134
871 170 -361
876 686 625
627 312 250
363 350 955
169 309 404
448 387 -990
570 763 714
399 524 -653
297 662 -988
299 389 -386
37 535 -957
936 474 -432
812 137 -834
936 247 336
888 164 812
430 149 496
472 316 909
797 163 308
570 65 656
285 487 -662
897 665 725
404 593 -323
96 236 617
373 616 289
269 901 -229
185 584 182
314 15 -215
778 688 -355
801 428 -663
567 383 311
694 951 190
984 140 588
845 310 278
830 725 -347
55 58 800
613 1 536
569 849 -470
223 90 380
933 80 -792
831 859 -975
391 872 981
514 386 -732
861 265 334
684 40 433
843 42 -446
803 782 -373
454 185 312
301 929 562
843 963 -337
243 991 -944
188 656 64
59 88 300
612 570 237
82 834 82
922 266 -507
619 167 -895
182 484 740
137 695 937
749 909 -656
763 528 667
965 317 -401
495 152 993
953 361 -899
908 308 634
371 538 344
655 905 -174
82 174 552
826 67 -408
484 619 -785
380 446 -743
131 498 -359
924 279 -845
218 977 -394
686 128 150
137 402 366
488 294 -880
754 355 495
654 137 -672
304 428 -725
279 645 -937
986 956 -702
69 774 -318
273 843 -410
192 862 378
129 242 541
833 53 -882
151 859 -417
592 31 146
388 535 816
231 342 -944
836 539 -879
976 916 381
568 318 -400
877 696 -291
147 278 -95
199 455 -772
880 290 906
827 577 351
853 13 -369
628 80 -121
110 100 263
363 22 279
93 214 102
285 384 -369
546 802 -108
17 652 -413
743 895 403
802 221 -590
609 269 -362
323 964 158
201 450 -975
309 888 -634
634 309 -335
132 4 -581
962 826 -50
960 254 -999
774 51 235
754 157 940
625 255 -68
106 159 -930
670 27 389
503 773 -171
947 907 -661
525 176 409
242 941 -883
838 799 823
710 369 -256
815 81 178
826 688 365
6 620 -38
930 390 876
933 105 863
199 932 993
916 879 730
185 331 754
135 786 493
454 952 411
871 867 117
120 886 -381
622 489 167
776 21 -128
541 392 733
950 741 -351
50 896 471
490 443 -854
39 262 -7
697 369 643
549 868 -441
83 79 -99
31 54 -780
374 197 650
609 836 -939
870 106 207
495 844 685
576 680 195
625 592 -807
397 254 -22
431 20 -344
516 661 143
257 303 -706
52 150 -102
994 912 127
851 932 -178
452 979 -144
963 872 341
721 409 -507
673 53 465
562 953 780
208 264 -147
857 858 928
115 326 485
971 57 -583
676 467 50
591 763 -170
75 942 -474
63 540 -641
47 273 845
201 142 105
103 820 228
121 210 38
953 24 510
298 350 -548
933 446 -886
205 563 -876
390 59 -722
735 787 537
825 538 -565
410 821 260
849 159 44
87 205 -711
778 399 -244
989 310 591
238 217 -112
